No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Contact TG/DMR ID,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,AES Digital Encryption,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,Exclude channel from roaming,DMR MODE,DataACK Disable,R5toneBot,R5ToneEot,Auto Scan,Ana Aprs Mute,Send Talker Alias
617,4RMC User Act 2,438.8,431.8,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
618,4RMC World Eng,438.8,431.8,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
620,4RNX AU,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
621,4RNX ACT,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
622,4RNX NSW,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,NSW,Group Call,3802,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
623,4RNX Vic,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
624,4RNX Qld,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
625,4RNX SA,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
626,4RNX WA,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
627,4RNX Tas,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
628,4RNX NT,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
629,4RNX Local,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
630,4RNX State Link,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
631,4RNX AU Nets,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,AU Nets,Group Call,5,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
632,4RNX AU Repeat 1,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,AU Repeater 1,Group Call,3809,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
633,4RNX AU Repeat 2,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,AU Repeater 2,Group Call,3810,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
634,4RNX User Act 1,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,User Act Eng 1,Group Call,113,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
635,4RNX User Act 2,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
636,4RNX World Eng,438.8875,431.8875,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
638,4RSA AU,147.075,147.675,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
639,4RSA BM ACT,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM ACT,Group Call,5051,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
640,4RSA BM NSW,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM NSW,Group Call,5052,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
641,4RSA BM Vic,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM Vic,Group Call,5053,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
642,4RSA BM Qld,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM Qld,Group Call,5054,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
643,4RSA BM SA,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM SA,Group Call,5055,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
644,4RSA BM WA,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM WA,Group Call,5056,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
645,4RSA BM Tas,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM Tas,Group Call,5057,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
646,4RSA BM NT,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM NT,Group Call,5058,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
647,4RSA Local,147.075,147.675,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
648,4RSA State Link,147.075,147.675,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
649,4RSA BM Pac Rim,147.075,147.675,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
650,4RSA BM World,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM Worldwide,Group Call,91,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
651,4RSA BM Wrld Eng,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM Worldwide Eng,Group Call,913,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
652,4RSA BM Eur Eng,147.075,147.675,D-Digital,High,12.5K,Off,Off,BM Europe Eng,Group Call,923,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
654,4RSL AU,438.175,433.175,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
655,4RSL ACT,438.175,433.175,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
656,4RSL NSW,438.175,433.175,D-Digital,High,12.5K,Off,Off,NSW,Group Call,3802,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
657,4RSL Vic,438.175,433.175,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
658,4RSL Qld,438.175,433.175,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
659,4RSL SA,438.175,433.175,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
660,4RSL WA,438.175,433.175,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
661,4RSL Tas,438.175,433.175,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
662,4RSL NT,438.175,433.175,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
663,4RSL Local,438.175,433.175,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
664,4RSL State Link,438.175,433.175,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
665,4RSL AU Nets,438.175,433.175,D-Digital,High,12.5K,Off,Off,AU Nets,Group Call,5,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
666,4RSL AU Repeat 1,438.175,433.175,D-Digital,High,12.5K,Off,Off,AU Repeater 1,Group Call,3809,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
667,4RSL AU Repeat 2,438.175,433.175,D-Digital,High,12.5K,Off,Off,AU Repeater 2,Group Call,3810,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
668,4RSL User Act 1,438.175,433.175,D-Digital,High,12.5K,Off,Off,User Act Eng 1,Group Call,113,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
669,4RSL User Act 2,438.175,433.175,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
670,4RSL World Eng,438.175,433.175,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
672,4RTQ AU,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
673,4RTQ ACT,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
674,4RTQ NSW,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,NSW,Group Call,3802,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
675,4RTQ Vic,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
676,4RTQ Qld,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
677,4RTQ SA,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
678,4RTQ WA,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
679,4RTQ Tas,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
680,4RTQ NT,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
681,4RTQ Local,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
682,4RTQ State Link,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
683,4RTQ AU Nets,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,AU Nets,Group Call,5,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
684,4RTQ AU Repeat 1,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,AU Repeater 1,Group Call,3809,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
685,4RTQ AU Repeat 2,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,AU Repeater 2,Group Call,3810,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
686,4RTQ User Act 1,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,User Act Eng 1,Group Call,113,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
687,4RTQ User Act 2,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
688,4RTQ World Eng,439.4875,434.4875,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
690,4RVR AU,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
691,4RVR ACT,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
692,4RVR NSW,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,NSW,Group Call,3802,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
693,4RVR Vic,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
694,4RVR Qld,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
695,4RVR SA,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
696,4RVR WA,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
697,4RVR Tas,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
698,4RVR NT,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
699,4RVR Local,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
