No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Contact TG/DMR ID,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,AES Digital Encryption,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,Exclude channel from roaming,DMR MODE,DataACK Disable,R5toneBot,R5ToneEot,Auto Scan,Ana Aprs Mute,Send Talker Alias
1258,4RCA Cairns U,439.85,434.85,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1259,4RCQ BananaRge U,439.875,434.875,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1260,4RDD ORrkes U,439.275,434.275,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1261,4REG MtMowbln U,438.65,433.65,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1262,4RET MtKiangrw U,438.7,433.7,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1263,4RGL LdyLarcm,439.8,434.8,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1264,4RGT MauriceH U,438.05,433.05,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1265,4RGY Gympie,439.95,434.95,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1266,4RHR HdgsnRge U,438.5,433.5,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1267,4RLB Woodrdge U,438.75,433.75,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1268,4RLU MtDunsnane,439.875,434.875,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1269,4RLW OBrnsMtn U,438.5,433.5,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1270,4RMA MtAlma,439.75,434.75,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1271,4RMC MtCootha U,439.975,434.975,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1272,4RPH MtHaren,438.225,432.825,A-Analog,High,25K,Off,123,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1273,4RRC Wamuran U,438.325,433.325,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1274,4RSA Sarina U,439.625,434.625,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1275,4RSC WlksKnb U,438.075,433.075,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1276,4RSD Malanda U,439.95,434.95,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1277,4RSL NoosaHds U,438.175,433.175,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1278,4RSM SpringMtn,439.3,434.3,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1279,4RSS OcnView,438.575,433.575,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1280,4RTQ MtKynoch U,438.025,433.025,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1281,4RWI WICEN,438.625,433.625,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1282,4RWM NthIpswch 1,438.375,433.375,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1283,4RWM NthIpswch 2,439.925,434.925,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1284,4RWS Nebo,438.675,433.675,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1285,4RZA Sprngbk,438.1,433.1,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1286,4RZB MtCootha,438.2,433.2,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1287,4RZC WilkesKnb,438.125,433.125,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1288,4RZD MtPrsvrnce,438.05,433.05,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1290,5RAC PllawrtaH U,439.85,434.85,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1291,5RAD Crafers U,439.925,434.925,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1292,5RBV MtKtchnr U,439.8,434.8,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1293,5RCT Moonta,438.325,433.325,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1294,5RHO AnsteyH U,439.875,434.875,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1295,5RLZ Elizabeth U,439.975,434.975,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1296,5RMN Bluff U,438.5,431.5,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1297,5ROC LowerLt,439.95,434.95,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1298,5ROH MtgUHF,439.825,434.825,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1299,5RSA AdlCty,438.025,433.025,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1300,5RSB Sumtwn,439.9,434.9,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1301,5RSC MtTerrible,439.825,434.825,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1302,5RVH VictrH,438.525,433.525,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1304,6RAA MtBark,439.95,434.95,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1305,6RAL Albany,439.95,434.95,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1306,6RAP PerSE1 U,439.8,434.8,A-Analog,High,25K,Off,123,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1307,6RAR WICEN,439.95,434.95,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1308,6RBN Busltn U,438.675,433.675,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1309,6RBY Bunbry U,438.65,433.65,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1310,6RNA Wnneroo,438.725,433.725,A-Analog,High,25K,Off,123,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1311,6ROT Rotto,439.7,434.7,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1312,6RPT Portable,438.025,433.025,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1313,6RTH PerNE U,438.225,433.225,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1315,7RAB Portable,438.55,433.55,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1316,7RAC TblCape U,438.65,433.65,A-Analog,High,25K,Off,141.3,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1317,7RAF MtFaulknr U,438.55,433.55,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1318,7RAK Gagebrk U,438.7,433.7,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1319,7RAL CmpnionH,439.9,434.9,A-Analog,High,25K,Off,141.3,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1320,7RBH BenLomond,438.05,433.05,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1321,7RCR LenahV,438.525,433.525,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1322,7RDR DazzlerRge,439.775,434.775,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1323,7RDS MtNelson,439.75,434.75,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1324,7REC SnowH,439.7,434.7,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1325,7RIN Barren,438.5,433.5,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1326,7RMD MtDuncan,438.6,433.6,A-Analog,High,25K,Off,141.3,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1327,7RTC MtWellngtn,439.825,434.825,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1328,7RTC MtLloyd,439.825,434.825,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1329,7RTC GreyMtn,439.825,434.825,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1331,8RIT ASpr70,438.525,433.525,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1333,UHF CB 1 Rpt,476.425,477.175,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1334,UHF CB 2 Rpt,476.45,477.2,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1335,UHF CB 3 Rpt,476.475,477.225,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1336,UHF CB 4 Rpt,476.5,477.25,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1337,UHF CB 5 Emg Rpt,476.525,477.275,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1338,UHF CB 6 Rpt,476.55,477.3,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1339,UHF CB 7 Rpt,476.575,477.325,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1340,UHF CB 8 Rpt,476.6,477.35,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1341,UHF CB 9,476.625,476.625,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1342,UHF CB 10 4WD,476.65,476.65,A-Analog,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
